"Suburb","AddressLine","Classification","NumberOfBedrooms","Price","OutcomeDate","Outcome","Agent","WebUrl"
"Abbotsford","104r/ 88 Trenerry Cr","apartment",2,750000.0,"2016-02-20","passed in at auction","Collins Simms",""
"Abbotsford","Grosvenor St","apartment",2,420000.0,"2016-02-10","private sale","Biggin & Scott","http://www.realestateview.com.au/real-estate/319b-8-grosvenor-street-abbotsford/property-details-sold-residential-9436980"
"Aberfeldie","323 Buckley St","house",2,770000.0,"2016-02-20","auction sale","Nelson Alexander",""
"Aberfeldie","38 Waverley St","house",5,1000000.0,"2016-02-20","passed in vendor bid","Nelson Alexander",""
"Aberfeldie","St Kinnord St","apartment",1,290000.0,"2016-02-09","private sale","Nelson Alexander","http://www.realestateview.com.au/real-estate/10-39-st-kinnord-street-aberfeldie/property-details-sold-residential-9907102"
"Airport West","45A Elstone Av","house",3,600000.0,"2016-02-20","passed in at auction","Barry Plant",""
"Airport West","95 Halsey Rd","house",3,690000.0,"2016-02-20","auction sale","Nelson Alexander","http://www.realestateview.com.au/real-estate/95-halsey-road-airport-west/property-details-sold-residential-9941301"
"Airport West","4/ 12 Laurence Av","unit",2,482000.0,"2016-02-20","auction sale","Nelson Alexander","http://www.realestateview.com.au/real-estate/4-12-laurence-avenue-airport-west/property-details-sold-residential-9932067"
"Albert Park","249 Bridport St.W","house",2,1300000.0,"2016-02-20","auction sale","Greg Hocking Holdsworth",""
"Albert Park","1 Greig St","house",3,2140000.0,"2016-02-20","auction sale","Greg Hocking Holdsworth",""
"Albert Park","116 Richardson St","house",4,2720000.0,"2016-02-20","auction sale","Marshall White & Co","http://www.realestateview.com.au/real-estate/116-richardson-street-albert-park/property-details-sold-residential-9941441"
"Albion","1 Kamarooka St","house",3,660000.0,"2016-02-20","auction sale","Barry Plant","http://www.realestateview.com.au/real-estate/1-kamarooka-street-albion/property-details-sold-residential-9914395"
"Albion","Selwyn St","flat/unit/apartment",3,400000.0,"2016-02-02","private sale","Barry Plant","http://www.realestateview.com.au/real-estate/3-62-selwyn-street-albion/property-details-sold-residential-9824540"
"Albion","Perth Av","flat/unit/apartment",1,185000.0,"2016-01-27","private sale","Barry Plant",""
"Alfredton","Cuthberts Rd","house",3,225000.0,"2016-02-16","private sale","Ballarat Real Estate Pty Ltd","http://www.realestateview.com.au/real-estate/33-cuthberts-road-alfredton/property-details-sold-residential-9929986"
"Alfredton","Goldwood Dr","townhouse",4,415000.0,"2016-02-16","private sale","hockingstuart",""
"Alfredton","Willoby Dr","house",3,295000.0,"2016-02-16","private sale","hockingstuart","http://www.realestateview.com.au/real-estate/31-willoby-drive-alfredton/property-details-sold-residential-9660136"
"Alfredton","Kallioota St","house",4,290000.0,"2016-01-20","private sale","Ray White Ballarat","http://www.realestateview.com.au/real-estate/18-kallioota-street-alfredton/property-details-sold-residential-9763200"
