"Suburb","AddressLine","Classification","NumberOfBedrooms","Price","OutcomeDate","Outcome","Agent","WebUrl"
"Abbotsford","A806/ 627 Victoria St","apartment",2,724605.0,"2017-08-30","private sale","McGrath Projects",""
"Abbotsford","B226/ 627 Victoria St","apartment",3,"","2017-08-28","private sale","McGrath Projects",""
"Abbotsford","102/ 120 Gipps St","flat/unit/apartment",2,"","2017-08-25","private sale","McGrath Box Hill",""
"Aberfeldie","1 Alma St","house",4,1436000.0,"2017-09-02","auction sale","Brad Teal","https://www.realestateview.com.au/real-estate/1-alma-street-aberfeldie-vic/property-details-buy-residential-11226934/"
"Airport West","5/ 1 Lock St","villa",2,421000.0,"2017-09-02","auction sale","Walshe & Whitelock",""
"Airport West","2/ 62 Mcintosh St","unit",2,"","2017-09-02","passed in at auction","Nelson Alexander","https://www.realestateview.com.au/real-estate/2-62-mcintosh-street-airport-west-vic/property-details-buy-residential-11230815/"
"Albanvale","4 Windbreak Ct","house",3,555000.0,"2017-09-02","auction sale","Barry Plant","https://www.realestateview.com.au/real-estate/4-windbreak-court-albanvale-vic/property-details-buy-residential-11221114/"
"Albanvale","8 Fairfax Cirt","house",3,570000.0,"2017-08-16","private sale","Barry Plant",""
"Albert Park","157 Danks St","house",3,2210000.0,"2017-09-02","auction sale","Cayzer","https://www.realestateview.com.au/real-estate/157-danks-street-albert-park-vic/property-details-buy-residential-11230852/"
"Albert Park","195 Danks St","house",3,2200000.0,"2017-09-02","passed in vendor bid","Cayzer","https://www.realestateview.com.au/real-estate/195-danks-street-albert-park-vic/property-details-buy-residential-11234076/"
"Albert Park","23 Faussett St","house",2,1910000.0,"2017-09-02","auction sale","Greg Hocking Holdsworth",""
"Albion","40 Ridley St","house",5,905000.0,"2017-09-02","auction sale","hockingstuart","https://www.realestateview.com.au/real-estate/40-ridley-street-albion-vic/property-details-buy-residential-11227979/"
"Alfredton","7 Parkwood St","house",4,39500.0,"2017-08-18","private sale","Buxton","https://www.realestateview.com.au/real-estate/7-parkwood-street-alfredton-vic/property-details-sold-residential-11231874/"
"Alfredton","36 Victory Av","house",3,305000.0,"2017-08-18","private sale","Trevor Petrie RE","https://www.realestateview.com.au/real-estate/36-victory-avenue-alfredton-vic/property-details-sold-residential-11050982/"
"Alfredton","23 Signature Dr","house",4,595000.0,"2017-08-10","private sale","Buxton","https://www.realestateview.com.au/real-estate/23-signature-drive-alfredton-vic/property-details-sold-residential-11166464/"
"Alfredton","7 Longley St","house",2,"","2017-09-02","passed in at auction","Professionals Ballarat",""
"Alphington","22 Harker St","house",4,1680000.0,"2017-09-02","auction sale","Love Real Estate",""
"Altona","86 Grieve Pde","house",3,913000.0,"2017-09-02","auction sale","Greg Hocking Elly Partners",""
"Altona","58A Rose St","house",3,870000.0,"2017-09-02","passed in vendor bid","hockingstuart","https://www.realestateview.com.au/real-estate/58a-rose-street-altona-vic/property-details-buy-residential-11224757/"
"Altona","12 Purnell St","house",3,"","2017-09-02","passed in at auction","Barlow McEwan Tribe",""
"Altona Meadows","96 Linden St","house",3,590000.0,"2017-09-02","passed in at auction","hockingstuart","https://www.realestateview.com.au/real-estate/96-linden-street-altona-meadows-vic/property-details-buy-residential-11222974/"
"Altona Meadows","41 Gordon Av.S","house",5,718000.0,"2017-08-31","sold before auction","P Di Natale Footscray",""
"Altona North","95 Marion St","house",3,1070000.0,"2017-09-02","passed in at auction","R T Edgar",""
"Altona North","1/ 39 Misten Av","house",3,670000.0,"2017-09-02","auction sale","Biggin & Scott",""
"Altona North","44 Fifth Av","house",3,890000.0,"2017-08-28","private sale","Eview Group South East","https://www.realestateview.com.au/real-estate/44-fifth-avenue-altona-north-vic/property-details-sold-residential-11228721/"
"Ararat","44 Wilson St","house",3,140000.0,"2017-09-02","passed in vendor bid","Ararat Ballarat Real Estate","https://www.realestateview.com.au/real-estate/44-wilson-street-ararat-vic/property-details-buy-residential-11225932/"
"Ararat","10 Coad St","house",2,167000.0,"2017-08-29","private sale","Ballarat Real Estate Pty Ltd","https://www.realestateview.com.au/real-estate/10-coad-street-ararat-vic/property-details-sold-residential-11197495/"
"Ardeer","82A Mclaughlin St","unit",3,495000.0,"2017-09-02","auction sale","TTS Real Estate",""
"Ardeer","2/ 48 Suspension St","unit",3,"","2017-09-02","auction sale","Bells Real Estate","https://www.realestateview.com.au/real-estate/2-48-suspension-street-ardeer-vic/property-details-buy-residential-11212658/"
"Armadale","121 Kooyong Rd","house",4,5100000.0,"2017-09-02","auction sale","Marshall White & Co","https://www.realestateview.com.au/real-estate/121-kooyong-road-armadale-vic/property-details-buy-residential-11235501/"
"Armadale","9/ 61 Kooyong Rd","apartment",2,450000.0,"2017-09-02","passed in vendor bid","Jellis Craig","https://www.realestateview.com.au/real-estate/9-61-kooyong-road-armadale-vic/property-details-buy-residential-11232638/"
"Armadale","2/ 26 Mercer Rd","apartment",2,820000.0,"2017-09-02","auction sale","Jellis Craig","https://www.realestateview.com.au/real-estate/2-26-mercer-road-armadale-vic/property-details-buy-residential-11234050/"
"Armadale","2/ 68 Rose St","townhouse",2,1330000.0,"2017-09-02","auction sale","Marshall White & Co","https://www.realestateview.com.au/real-estate/2-68-rose-street-armadale-vic/property-details-buy-residential-11235753/"
"Armadale","6/ 58 Wattletree Rd","townhouse",3,1160000.0,"2017-09-02","auction sale","Marshall White & Co","https://www.realestateview.com.au/real-estate/6-58-wattletree-road-armadale-vic/property-details-buy-residential-11235916/"
"Armadale","4/ 50A Wattletree Rd","apartment",2,600000.0,"2017-09-02","auction sale","hockingstuart","https://www.realestateview.com.au/real-estate/4-50a-wattletree-road-armadale-vic/property-details-buy-residential-11236750/"
"Armadale","66B Adelaide St","townhouse",3,"","2017-09-01","sold before auction","Marshall White & Co","https://www.realestateview.com.au/real-estate/66b-adelaide-street-armadale-vic/property-details-sold-residential-11235823/"
"Armadale","12/ 58 Wattletree Rd","townhouse",3,"","2017-08-29","private sale","Marshall White & Co",""
"Ascot Vale","7 Bower St","townhouse",3,985000.0,"2017-09-02","auction sale","Nelson Alexander","https://www.realestateview.com.au/real-estate/7-bower-street-ascot-vale-vic/property-details-buy-residential-11227608/"
"Ascot Vale","26 Harmony Rd","house",3,877000.0,"2017-09-02","auction sale","Jellis Craig","https://www.realestateview.com.au/real-estate/26-harmony-road-ascot-vale-vic/property-details-buy-residential-11239341/"
"Ascot Vale","18 Munro St","house",3,1130000.0,"2017-09-02","auction sale","Jellis Craig","https://www.realestateview.com.au/real-estate/18-munro-street-ascot-vale-vic/property-details-buy-residential-11231668/"
"Ascot Vale","132 The Parade","house",3,985000.0,"2017-09-02","auction sale","Brad Teal","https://www.realestateview.com.au/real-estate/132-the-parade-ascot-vale-vic/property-details-buy-residential-11232639/"
"Ashburton","35 Morotai Av","townhouse",4,"","2017-09-02","passed in at auction","Buxton","https://www.realestateview.com.au/real-estate/35-morotai-avenue-ashburton-vic/property-details-buy-residential-11228077/"
"Ashburton","28 Baker Pde","house",4,"","2017-08-30","private sale","Jellis Craig","https://www.realestateview.com.au/real-estate/28-baker-parade-ashburton-vic/property-details-sold-residential-11216247/"
"Ashwood","2/ 26 Lavidge Rd","townhouse",3,"","2017-09-02","passed in at auction","Buxton","https://www.realestateview.com.au/real-estate/2-26-lavidge-road-ashwood-vic/property-details-buy-residential-11234549/"
"Ashwood","595 Warrigal Rd","house",3,"","2017-08-18","private sale","Buxton","https://www.realestateview.com.au/real-estate/595-warrigal-road-ashwood-vic/property-details-sold-residential-11236484/"
"Aspendale","109-110 Nepean Hwy","house",5,1800000.0,"2017-08-24","private sale","Century 21 McCann Alliance",""
"Aspendale","14 Ebb St","house",4,1025000.0,"2017-08-15","private sale","hockingstuart","https://www.realestateview.com.au/real-estate/14-ebb-street-aspendale-vic/property-details-sold-residential-11148033/"
"Aspendale","2 Wilson Gr","house",3,"","2017-09-02","passed in at auction","O'Brien Real Estate","https://www.realestateview.com.au/real-estate/2-wilson-grove-aspendale-vic/property-details-buy-residential-11234693/"
"Avoca","14 High St","house",2,210000.0,"2017-08-25","private sale","Ballarat Real Estate Pty Ltd",""
"Avoca","51 Mitchell Rd","house",0,305000.0,"2017-08-16","private sale","PRD Nationwide","https://www.realestateview.com.au/real-estate/51-mitchell-road-avoca-vic/property-details-sold-residential-10985016/"
"Avondale Heights","14 Davis Av","unit",3,695000.0,"2017-09-02","auction sale","Moonee Valley RE",""
"Avondale Heights","50 Riviera Rd","house",4,905000.0,"2017-09-02","auction sale","Nelson Alexander","https://www.realestateview.com.au/real-estate/50-riviera-road-avondale-heights-vic/property-details-buy-residential-11231853/"
"Badger Creek","13 Koala Av","house",3,465000.0,"2017-08-28","private sale","Mcgrath",""
"Badger Creek","101 Badger Creek Rd","house",4,685000.0,"2017-08-23","private sale","Mark Gunther First National","https://www.realestateview.com.au/real-estate/101-badger-creek-road-badger-creek-vic/property-details-buy-residential-11251747/"
"Balaclava","1/ 36 The Avenue","apartment",2,647500.0,"2017-08-12","private sale","Marshall White One",""
"Ballan","2 Mcmahon Dr","house",0,430000.0,"2017-08-25","private sale","PRD Nationwide","https://www.realestateview.com.au/real-estate/2-mcmahon-drive-ballan-vic/property-details-sold-residential-11082804/"
"Ballarat Central","411 Errard St.S","house",3,360000.0,"2017-09-02","auction sale","Harcourts Ballarat","https://www.realestateview.com.au/real-estate/411-errard-street-south-ballarat-central-vic/property-details-buy-residential-11227951/"
"Ballarat Central","104 Drummond St.S","house",3,430000.0,"2017-08-30","private sale","PRD Nationwide",""
"Ballarat Central","107 Lyons St.S","house",4,720000.0,"2017-08-19","private sale","Buxton",""
"Ballarat Central","2/ 514 Errard St.S","townhouse",0,299000.0,"2017-08-03","private sale","Buxton",""
"Ballarat Central","12A Webster St","house",3,"","2017-08-22","private sale","Buxton","https://www.realestateview.com.au/real-estate/12a-webster-street-ballarat-central-vic/property-details-buy-residential-11241357/"
"Ballarat East","113 Webb Av","house",3,218000.0,"2017-08-26","private sale","Ballarat Real Estate Pty Ltd","https://www.realestateview.com.au/real-estate/113-webb-avenue-ballarat-east-vic/property-details-sold-residential-11257739/"
"Ballarat East","135 Scott Pde","house",3,236000.0,"2017-08-10","private sale","Buxton","https://www.realestateview.com.au/real-estate/135-scott-parade-ballarat-east-vic/property-details-sold-residential-11211563/"
"Ballarat East","215 Callow St","house",3,215000.0,"2017-07-20","private sale","Ray White Ballarat","https://www.realestateview.com.au/real-estate/215-callow-street-ballarat-east-vic/property-details-sold-residential-11107263/"
"Ballarat North","1132 Havelock St","house",3,350000.0,"2017-08-30","private sale","Ballarat Real Estate Pty Ltd","https://www.realestateview.com.au/real-estate/1132-havelock-street-ballarat-north-vic/property-details-sold-residential-11226222/"
"Ballarat North","2/ 1118 Ligar St","house",3,290000.0,"2017-08-30","private sale","Ballarat Real Estate Pty Ltd","https://www.realestateview.com.au/real-estate/2-1118-ligar-street-ballarat-north-vic/property-details-sold-residential-11140852/"
"Ballarat North","10 Robert Dr","house",4,338500.0,"2017-08-19","private sale","Trevor Petrie RE","https://www.realestateview.com.au/real-estate/10-robert-drive-ballarat-north-vic/property-details-sold-residential-11238508/"
"Ballarat North","1008 Sherrard St","house",4,415000.0,"2017-08-02","private sale","Ray White Ballarat","https://www.realestateview.com.au/real-estate/1008-sherrard-street-ballarat-north-vic/property-details-sold-residential-11138098/"
"Balwyn","2/ 30 Weir St","villa",2,870000.0,"2017-09-02","auction sale","Jellis Craig","https://www.realestateview.com.au/real-estate/2-30-weir-street-balwyn-vic/property-details-buy-residential-11233107/"
"Balwyn","1/ 6 Weston St","house",3,1032500.0,"2017-08-22","private sale","Reuss Partners Real Estate","https://www.realestateview.com.au/real-estate/1-6-weston-street-balwyn-vic/property-details-sold-residential-11236261/"
"Balwyn North","239 Belmore Rd","house",4,2050000.0,"2017-09-02","passed in at auction","Ray White Carnegie","https://www.realestateview.com.au/real-estate/239-belmore-road-balwyn-north-vic/property-details-buy-residential-11233247/"
"Balwyn North","2 Carrington St","house",3,1785000.0,"2017-09-02","passed in at auction","Jellis Craig","https://www.realestateview.com.au/real-estate/2-carrington-street-balwyn-north-vic/property-details-buy-residential-11230255/"
"Balwyn North","1/ 5 Dumblane St","townhouse",3,1485000.0,"2017-09-02","auction sale","hockingstuart","https://www.realestateview.com.au/real-estate/1-5-dumblane-street-balwyn-north-vic/property-details-buy-residential-11224696/"
"Balwyn North","65 Longview Rd","house",4,2650000.0,"2017-09-02","passed in vendor bid","Marshall White & Co","https://www.realestateview.com.au/real-estate/65-longview-road-balwyn-north-vic/property-details-buy-residential-11233429/"
"Balwyn North","3/ 66 Sweyn St","townhouse",3,1005000.0,"2017-09-02","auction sale","Jellis Craig","https://www.realestateview.com.au/real-estate/3-66-sweyn-street-balwyn-north-vic/property-details-buy-residential-11234552/"
"Balwyn North","17 Vicars St","house",5,1951000.0,"2017-09-02","auction sale","Marshall White & Co","https://www.realestateview.com.au/real-estate/17-vicars-street-balwyn-north-vic/property-details-buy-residential-11227728/"
