"Suburb","AddressLine","Classification","NumberOfBedrooms","Price","OutcomeDate","Outcome","Agent","WebUrl"
"Abbotsford","24 Paterson St","house",2,1457500.0,"2018-07-07","auction sale","Jellis Craig","https://www.realestateview.com.au/real-estate/24-paterson-street-abbotsford-vic/property-details-buy-residential-11918613/"
"Aberfeldie","11/8 Arthur St","unit",2,450000.0,"2018-07-07","passed in vendor bid","Woodards","https://www.realestateview.com.au/real-estate/11-8-arthur-street-aberfeldie-vic/property-details-buy-residential-11923288/"
"Aberfeldie","5/389 Buckley St","apartment",2,483000.0,"2018-07-07","auction sale","McDonald Upton",""
"Aberfeldie","1/2 St Kinnord St","apartment",1,353000.0,"2018-07-07","auction sale","Pagan RE","https://www.realestateview.com.au/real-estate/1-2-st-kinnord-street-aberfeldie-vic/property-details-buy-residential-11875928/"
"Airport West","13 Cameron St","unit",2,701000.0,"2018-07-07","auction sale","Barry Plant","https://www.realestateview.com.au/real-estate/13-cameron-street-airport-west-vic/property-details-buy-residential-11913596/"
"Airport West","1/9 El Reno Cr","house",3,700000.0,"2018-07-07","passed in vendor bid","Nelson Alexander","https://www.realestateview.com.au/real-estate/1-9-el-reno-crescent-airport-west-vic/property-details-buy-residential-11912768/"
"Airport West","40A Hilbert Rd","unit",3,813000.0,"2018-07-07","auction sale","Barry Plant","https://www.realestateview.com.au/real-estate/1-40a-hilbert-road-airport-west-vic/property-details-buy-residential-11175235/"
"Airport West","14 Kitson Cr","house",4,910000.0,"2018-07-07","auction sale","Brad Teal","https://www.realestateview.com.au/real-estate/14-kitson-crescent-airport-west-vic/property-details-buy-residential-11912813/"
"Albanvale","3 Fairfax Cirt","house",3,556500.0,"2018-07-07","auction sale","YPA Estate Agents",""
"Albanvale","1 Abbot Ct","house",3,561000.0,"2018-06-18","private sale","Harcourts Rata & Co",""
"Albert Park","5/227 Bridport St.W","apartment",2,625000.0,"2018-07-07","passed in at auction","Marshall White One","https://www.realestateview.com.au/real-estate/5-227-bridport-street-west-albert-park-vic/property-details-buy-residential-11922687/"
"Albion","45 Adelaide St","house",3,770000.0,"2018-07-07","passed in at auction","Bells Real Estate","https://www.realestateview.com.au/real-estate/45-adelaide-street-albion-vic/property-details-buy-residential-11913474/"
"Albion","4 Delmont St","house",2,662000.0,"2018-07-07","passed in at auction","Douglas Kay Sunshine",""
"Albion","1/2 Perth Av","townhouse",3,650000.0,"2018-07-07","passed in vendor bid","Sweeney",""
"Alfredton","30 Sorrento Dr","house",4,470000.0,"2018-07-01","private sale","Ballarat Real Estate Pty Ltd","https://www.realestateview.com.au/real-estate/30-sorrento-drive-alfredton-vic/property-details-sold-residential-11812906/"
"Alfredton","7 Dorset Dr","house",4,490000.0,"2018-06-21","private sale","Ray White Ballarat","https://www.realestateview.com.au/real-estate/7-dorset-drive-alfredton-vic/property-details-buy-residential-11880534/"
"Alfredton","3 Ashley Ct","house",4,44200.0,"2018-06-20","private sale","Ray White Ballarat","https://www.realestateview.com.au/real-estate/3-ashley-court-alfredton-vic/property-details-sold-residential-11926914/"
"Alfredton","3 Sunline Av","house",0,330000.0,"2018-06-20","private sale","Harcourts Ballarat","https://www.realestateview.com.au/real-estate/3-sunline-avenue-alfredton-vic/property-details-sold-residential-11923205/"
"Altona North","3 Sixth Av","house",3,820000.0,"2018-07-05","auction sale","hockingstuart",""
"Ararat","9 Webb St","house",3,165000.0,"2018-07-04","auction sale","Ballarat Real Estate Pty Ltd","https://www.realestateview.com.au/real-estate/9-webb-street-ararat-vic/property-details-sold-residential-11853922/"
"Ardeer","21 West St","house",2,,"2018-07-07","passed in at auction","Barry Plant","https://www.realestateview.com.au/real-estate/21-west-street-ardeer-vic/property-details-buy-residential-11908805/"
"Ascot Vale","18 Dumblane Av","house",5,1780000.0,"2018-07-07","auction sale","Brad Teal","https://www.realestateview.com.au/real-estate/18-dumblane-avenue-ascot-vale-vic/property-details-buy-residential-11912819/"
"Ascot Vale","108A Epsom Rd","townhouse",2,855000.0,"2018-07-07","auction sale","Brad Teal","https://www.realestateview.com.au/real-estate/108a-epsom-road-ascot-vale-vic/property-details-buy-residential-11907083/"
"Ascot Vale","2/157 Epsom Rd","apartment",2,516000.0,"2018-07-07","auction sale","Edward Thomas","https://www.realestateview.com.au/real-estate/2-157-epsom-road-ascot-vale-vic/property-details-buy-residential-11910842/"
"Ascot Vale","4/1 Ferguson St","townhouse",3,845000.0,"2018-07-07","auction sale","Jellis Craig","https://www.realestateview.com.au/real-estate/4-1-ferguson-street-ascot-vale-vic/property-details-buy-residential-11917839/"
"Ascot Vale","11 Haven Cr","townhouse",3,925000.0,"2018-07-07","auction sale","Brad Teal","https://www.realestateview.com.au/real-estate/11-haven-crescent-ascot-vale-vic/property-details-buy-residential-11920650/"
"Ascot Vale","4 Hunt Cr","house",4,1600000.0,"2018-07-07","passed in vendor bid","alexkarbon",""
